

Цикл № 1
Шаг  № 1
Точек  403
Циклическая потенцио. развертка , ЭДС 268,41мВ, Скорость развертки 29,982 мВ/с.
Время, с.              Потенциал, мВ            Ток, нА
0.498500               285.060000                 8592.500000
0.598200               288.590000                 9138.300000
0.697900               291.350000                 9077.500000
0.797600               294.440000                 9256.000000
0.897400               297.750000                 9361.500000
0.997100               301.300000                 9609.000000
1.096800               304.130000                 9318.900000
1.196500               308.270000                 9438.600000
1.296200               310.550000                 9483.200000
1.395900               313.620000                 9452.800000
1.495600               316.920000                 9389.900000
1.595300               318.570000                 9373.700000
1.695000               321.830000                 9164.700000
1.794700               323.550000                 9055.100000
1.894400               326.420000                 8791.400000
1.994100               329.380000                 8974.000000
2.093800               332.380000                 8712.200000
2.193500               335.070000                 8527.600000
2.293200               338.420000                 8580.400000
2.392900               341.450000                 8466.700000
2.492700               345.380000                 8367.300000
2.592400               348.730000                 8205.000000
2.692100               351.230000                 8188.800000
2.791800               354.670000                 7927.100000
2.891500               356.730000                 7929.100000
2.991200               359.490000                 7651.100000
3.090900               362.200000                 7513.200000
3.190600               364.960000                 7515.200000
3.290300               368.270000                 7411.700000
3.390000               371.360000                 7407.600000
3.489700               374.450000                 7145.900000
3.589400               377.610000                 7135.800000
3.689100               380.600000                 6884.200000
3.788800               384.140000                 6957.200000
3.888500               387.920000                 6865.900000
3.988200               390.160000                 6784.800000
4.088000               393.420000                 6673.200000
