

Цикл № 1
Шаг  № 1
Точек  413
Циклическая потенцио. развертка , Скорость развертки 100,12 мВ/с.
Время, с.              Потенциал, мВ            Ток, мкА
13.460300               223.780000                 -5.908300
13.560000               213.460000                 -6.094900
13.659800               203.550000                 -6.105100
13.759500               193.990000                 -6.387100
13.859200               184.780000                 -6.299800
13.958900               174.230000                 -6.504800
14.058600               164.900000                 -6.683300
14.158300               154.420000                 -6.815200
14.258000               144.150000                 -6.874000
14.357700               134.040000                 -7.316300
14.457400               123.460000                 -7.626800
14.557100               114.430000                 -7.529400
14.656800               103.780000                 -7.925000
14.756500               93.212000                 -8.048800
14.856200               85.325000                 -8.391700
14.955900               75.857000                 -8.452500
15.055600               63.894000                 -9.075400
15.155300               53.531000                 -9.471100
15.255100               44.520000                 -9.674000
15.354800               34.042000                 -10.252000
15.454500               22.403000                 -10.459000
15.554200               15.050000                 -11.047000
15.653900               7.658100                 -11.486000
15.753600               -2.133600                 -12.125000
15.853300               -14.268000                 -13.229000
15.953000               -25.146000                 -13.399000
16.052700               -35.128000                 -14.178000
16.152400               -45.129000                 -14.832000
16.252100               -55.264000                 -15.860000
16.351800               -65.189000                 -16.731000
16.451500               -74.543000                 -17.763000
16.551200               -84.506000                 -18.171000
16.650900               -95.040000                 -19.188000
16.750600               -104.980000                 -19.516000
16.850400               -114.970000                 -20.115000
16.950100               -124.950000                 -21.377000
17.049800               -134.700000                 -21.174000
17.149500               -144.650000                 -22.259000
17.249200               -153.790000                 -21.967000
17.348900               -163.620000                 -23.049000
17.448600               -174.310000                 -23.929000
17.548300               -184.880000                 -23.682000
17.648000               -194.230000                 -23.479000
17.747700               -204.220000                 -24.404000
17.847400               -214.350000                 -24.593000
17.947100               -224.330000                 -25.049000
18.046800               -233.900000                 -24.816000
18.146500               -243.900000                 -25.552000
18.246200               -253.780000                 -25.009000
18.345900               -264.380000                 -25.692000
18.445700               -274.010000                 -25.865000
18.545400               -283.710000                 -25.873000
18.645100               -294.060000                 -26.021000
18.744800               -303.680000                 -26.080000
18.844500               -312.150000                 -26.210000
18.944200               -323.130000                 -25.873000
19.043900               -333.600000                 -25.790000
19.143600               -343.390000                 -26.435000
19.243300               -353.400000                 -27.196000
19.343000               -363.250000                 -26.579000
19.442700               -373.320000                 -26.654000
19.542400               -383.210000                 -26.650000
19.642100               -392.980000                 -27.226000
19.741800               -402.850000                 -26.384000
19.841500               -413.480000                 -27.336000
19.941200               -423.230000                 -26.912000
20.041000               -432.950000                 -26.959000
20.140700               -443.220000                 -27.090000
20.240400               -453.200000                 -27.232000
20.340100               -462.270000                 -27.190000
20.439800               -471.930000                 -27.159000
20.539500               -482.520000                 -27.174000
20.639200               -493.240000                 -27.514000
20.738900               -502.600000                 -27.435000
20.838600               -512.860000                 -27.524000
20.938300               -522.940000                 -28.438000
21.038000               -532.810000                 -27.878000
21.137700               -542.050000                 -28.078000
21.237400               -551.900000                 -28.190000
21.337100               -562.870000                 -28.312000
21.436800               -572.740000                 -28.462000
21.536500               -582.030000                 -28.590000
21.636300               -592.570000                 -28.843000
21.736000               -602.680000                 -28.849000
21.835700               -611.660000                 -29.456000
21.935400               -620.020000                 -29.436000
22.035100               -630.920000                 -30.351000
22.134800               -642.140000                 -30.057000
22.234500               -652.060000                 -30.465000
22.334200               -661.800000                 -31.745000
22.433900               -671.890000                 -31.093000
22.533600               -682.090000                 -32.396000
22.633300               -691.420000                 -31.933000
22.733000               -700.960000                 -32.392000
22.832700               -711.080000                 -32.828000
22.932400               -721.650000                 -32.262000
23.032100               -731.840000                 -32.852000
23.131800               -741.520000                 -32.802000
23.231500               -751.560000                 -32.394000
23.331300               -762.130000                 -32.585000
23.431000               -771.010000                 -32.414000
23.530700               -780.290000                 -32.477000
23.630400               -790.630000                 -32.779000
23.730100               -801.280000                 -33.774000
23.829800               -811.640000                 -34.441000
23.929500               -820.940000                 -35.661000
24.029200               -831.280000                 -37.775000
24.128900               -841.250000                 -40.633000
24.228600               -851.380000                 -43.955000
24.328300               -860.550000                 -48.092000
24.428000               -870.990000                 -53.395000
24.527700               -881.620000                 -59.766000
24.627400               -890.780000                 -66.904000
24.727100               -897.710000                 -67.543000
24.826800               -890.170000                 -46.132000
24.926600               -880.530000                 -32.607000
25.026300               -869.710000                 -22.659000
25.126000               -859.540000                 -16.254000
25.225700               -850.620000                 -11.301000
25.325400               -840.580000                 -8.576300
25.425100               -830.580000                 -6.107100
25.524800               -820.640000                 -4.897900
25.624500               -810.600000                 -3.595300
25.724200               -800.250000                 -2.844600
25.823900               -789.550000                 -2.676200
25.923600               -779.090000                 -2.493600
26.023300               -770.480000                 -2.416500
26.123000               -760.930000                 -2.426600
26.222700               -750.860000                 -2.384000
26.322400               -740.170000                 -2.398200
26.422100               -730.930000                 -2.097900
26.521900               -721.120000                 -2.053300
26.621600               -710.600000                 -1.854400
26.721300               -700.540000                 -1.982300
26.821000               -691.080000                 -1.901100
