300mkl_HCl.kin - RawData;;;;;;;;;;;;;;;;
Time ( Second );Abs.;;;;;;;;;;;;;;;
0;3,4991;;;0;12,24370081;;;;;;;;;;;
1;3,5097;;-2,40885E-06;1;12,31799409;;;;;;;;;;;
2;3,5103;;;4;12,32220609;;;;;;;;;;;
3;3,4989;;;9;12,24230121;;;;;;;;;;;
4;3,4992;;;16;12,24440064;;;;;;;;;;;
5;3,5156;;;25;12,35944336;;;;;;;;;;;
6;3,5044;;;36;12,28081936;;;;;;;;;;;y
7;3,5099;;;49;12,31939801;;;;;;;;;;;-0,0013
8;3,4991;;;64;12,24370081;;;;;;;;;;;
9;3,4887;;;81;12,17102769;;;;;;;;;;;
10;3,4782;;;100;12,09787524;;;;;;;;;;;
11;3,4733;;;121;12,06381289;;;;;;;;;;;
12;3,4783;;;144;12,09857089;;;;;;;;;;;
13;3,4781;;;169;12,09717961;;;;;;;;;;;
14;3,4834;;;196;12,13407556;;;;;;;;;;;
15;3,4682;;;225;12,02841124;;;;;;;;;;;
16;3,4677;;;256;12,02494329;;;;;;;;;;;
17;3,4534;;;289;11,92597156;;;;;;;;;;;
18;3,4633;;;324;11,99444689;;;;;;;;;;;
19;3,4582;;;361;11,95914724;;;;;;;;;;;
20;3,439;;;400;11,826721;;;;;;;;;;;
21;3,4581;;;441;11,95845561;;;;;;;;;;;
22;3,4679;;;484;12,02633041;;;;;;;;;;;
23;3,468;;;529;12,027024;;;;;;;;;;;
24;3,4534;;;576;11,92597156;;;;;;;;;;;
25;3,463;;;625;11,992369;;;;;;;;;;;
26;3,4484;;;676;11,89146256;;;;;;;;;;;
27;3,4582;;;729;11,95914724;;;;;;;;;;;
28;3,4582;;;784;11,95914724;;;;;;;;;;;
29;3,4581;;;841;11,95845561;;;;;;;;;;;
30;3,4533;;;900;11,92528089;;;;;;;;;;;
31;3,4392;;;961;11,82809664;;;;;;;;;;;
32;3,4297;;;1024;11,76284209;;;;;;;;;;;
33;3,439;;;1089;11,826721;;;;;;;;;;;
34;3,4534;;;1156;11,92597156;;;;;;;;;;;
35;3,4253;;;1225;11,73268009;;;;;;;;;;;
36;3,4163;;;1296;11,67110569;;;;;;;;;;;
37;3,4391;;;1369;11,82740881;;;;;;;;;;;
38;3,4165;;;1444;11,67247225;;;;;;;;;;;
39;3,4253;;;1521;11,73268009;;;;;;;;;;;
40;3,4254;;;1600;11,73336516;;;;;;;;;;;
41;3,4208;;;1681;11,70187264;;;;;;;;;;;
42;3,4346;;;1764;11,79647716;;;;;;;;;;;
43;3,4208;;;1849;11,70187264;;;;;;;;;;;
44;3,4207;;;1936;11,70118849;;;;;;;;;;;
45;3,4296;;;2025;11,76215616;;;;;;;;;;;
46;3,4033;;;2116;11,58245089;;;;;;;;;;;
47;3,4435;;;2209;11,85769225;;;;;;;;;;;
48;3,4073;;;2304;11,60969329;;;;;;;;;;;
49;3,43;;;2401;11,7649;;;;;;;;;;;
50;3,4075;;;2500;11,61105625;;;;;;;;;;;
51;3,4299;;;2601;11,76421401;;;;;;;;;;;
52;3,4034;;;2704;11,58313156;;;;;;;;;;;
53;3,4301;;;2809;11,76558601;;;;;;;;;;;
54;3,4254;;;2916;11,73336516;;;;;;;;;;;
55;3,3946;;;3025;11,52330916;;;;;;;;;;;
56;3,3992;;;3136;11,55456064;;;;;;;;;;;
57;3,4033;;;3249;11,58245089;;;;;;;;;;;
58;3,403;;;3364;11,580409;;;;;;;;;;;
59;3,4119;;;3481;11,64106161;;;;;;;;;;;
60;3,3907;;;3600;11,49684649;;;;;;;;;;;
61;3,3988;;;3721;11,55184144;;;;;;;;;;;
62;3,3823;;;3844;11,43995329;;;;;;;;;;;
63;3,3779;;;3969;11,41020841;;;;;;;;;;;
64;3,3989;;;4096;11,55252121;;;;;;;;;;;
65;3,3946;;;4225;11,52330916;;;;;;;;;;;
66;3,399;;;4356;11,553201;;;;;;;;;;;
67;3,3948;;;4489;11,52466704;;;;;;;;;;;
68;3,3948;;;4624;11,52466704;;;;;;;;;;;
69;3,3822;;;4761;11,43927684;;;;;;;;;;;
70;3,3864;;;4900;11,46770496;;;;;;;;;;;
71;3,3864;;;5041;11,46770496;;;;;;;;;;;
72;3,3949;;;5184;11,52534601;;;;;;;;;;;
73;3,4124;;;5329;11,64447376;;;;;;;;;;;
74;3,3906;;;5476;11,49616836;;;;;;;;;;;
75;3,3902;;;5625;11,49345604;;;;;;;;;;;
76;3,3822;;;5776;11,43927684;;;;;;;;;;;
77;3,378;;;5929;11,410884;;;;;;;;;;;
78;3,3782;;;6084;11,41223524;;;;;;;;;;;
79;3,3663;;;6241;11,33197569;;;;;;;;;;;
80;3,3821;;;6400;11,43860041;;;;;;;;;;;
81;3,3741;;;6561;11,38455081;;;;;;;;;;;
82;3,3742;;;6724;11,38522564;;;;;;;;;;;
83;3,3621;;;6889;11,30371641;;;;;;;;;;;
84;3,3864;;;7056;11,46770496;;;;;;;;;;;
85;3,3583;;;7225;11,27817889;;;;;;;;;;;
86;3,3545;;;7396;11,25267025;;;;;;;;;;;
87;3,3622;;;7569;11,30438884;;;;;;;;;;;
88;3,3584;;;7744;11,27885056;;;;;;;;;;;
89;3,3544;;;7921;11,25199936;;;;;;;;;;;
90;3,3622;;;8100;11,30438884;;;;;;;;;;;
91;3,3547;;;8281;11,25401209;;;;;;;;;;;
92;3,347;;;8464;11,202409;;;;;;;;;;;
93;3,3468;;;8649;11,20107024;;;;;;;;;;;
94;3,3356;;;8836;11,12622736;;;;;;;;;;;
95;3,3507;;;9025;11,22719049;;;;;;;;;;;
96;3,366;;;9216;11,329956;;;;;;;;;;;
97;3,3357;;;9409;11,12689449;;;;;;;;;;;
98;3,3468;;;9604;11,20107024;;;;;;;;;;;
99;3,3469;;;9801;11,20173961;;;;;;;;;;;
100;3,3357;;;10000;11,12689449;;;;;;;;;;;
101;3,3357;;;10201;11,12689449;;;;;;;;;;;
102;3,3395;;;10404;11,15226025;;;;;;;;;;;
103;3,3393;;;10609;11,15092449;;;;;;;;;;;
104;3,3321;;;10816;11,10289041;;;;;;;;;;;
105;3,3471;;;11025;11,20307841;;;;;;;;;;;
106;3,3395;;;11236;11,15226025;;;;;;;;;;;
107;3,3282;;;11449;11,07691524;;;;;;;;;;;
108;3,3283;;;11664;11,07758089;;;;;;;;;;;
109;3,3359;;;11881;11,12822881;;;;;;;;;;;
110;3,3285;;;12100;11,07891225;;;;;;;;;;;
111;3,3283;;;12321;11,07758089;;;;;;;;;;;
112;3,3284;;;12544;11,07824656;;;;;;;;;;;
113;3,3141;;;12769;10,98325881;;;;;;;;;;;
114;3,3142;;;12996;10,98392164;;;;;;;;;;;
115;3,3179;;;13225;11,00846041;;;;;;;;;;;
116;3,325;;;13456;11,055625;;;;;;;;;;;
117;3,3248;;;13689;11,05429504;;;;;;;;;;;
118;3,3178;;;13924;11,00779684;;;;;;;;;;;
119;3,3246;;;14161;11,05296516;;;;;;;;;;;
120;3,3212;;;14400;11,03036944;;;;;;;;;;;
121;3,3181;;;14641;11,00978761;;;;;;;;;;;
122;3,2971;;;14884;10,87086841;;;;;;;;;;;
123;3,3321;;;15129;11,10289041;;;;;;;;;;;
124;3,3212;;;15376;11,03036944;;;;;;;;;;;
125;3,321;;;15625;11,029041;;;;;;;;;;;
126;3,3141;;;15876;10,98325881;;;;;;;;;;;
127;3,3004;;;16129;10,89264016;;;;;;;;;;;
128;3,3107;;;16384;10,96073449;;;;;;;;;;;
129;3,3071;;;16641;10,93691041;;;;;;;;;;;
130;3,3215;;;16900;11,03236225;;;;;;;;;;;
131;3,3143;;;17161;10,98458449;;;;;;;;;;;
132;3,3038;;;17424;10,91509444;;;;;;;;;;;
133;3,3074;;;17689;10,93889476;;;;;;;;;;;
134;3,3038;;;17956;10,91509444;;;;;;;;;;;
135;3,3005;;;18225;10,89330025;;;;;;;;;;;
136;3,2901;;;18496;10,82475801;;;;;;;;;;;
137;3,2903;;;18769;10,82607409;;;;;;;;;;;
138;3,2935;;;19044;10,84714225;;;;;;;;;;;
139;3,3107;;;19321;10,96073449;;;;;;;;;;;
140;3,2905;;;19600;10,82739025;;;;;;;;;;;
141;3,3004;;;19881;10,89264016;;;;;;;;;;;
142;3,3005;;;20164;10,89330025;;;;;;;;;;;
143;3,2902;;;20449;10,82541604;;;;;;;;;;;
144;3,2905;;;20736;10,82739025;;;;;;;;;;;
145;3,2806;;;21025;10,76233636;;;;;;;;;;;
146;3,2777;;;21316;10,74331729;;;;;;;;;;;
147;3,2905;;;21609;10,82739025;;;;;;;;;;;
148;3,2773;;;21904;10,74069529;;;;;;;;;;;
149;3,2774;;;22201;10,74135076;;;;;;;;;;;
150;3,2809;;;22500;10,76430481;;;;;;;;;;;
151;3,274;;;22801;10,719076;;;;;;;;;;;
152;3,2772;;;23104;10,74003984;;;;;;;;;;;
153;3,274;;;23409;10,719076;;;;;;;;;;;
154;3,2641;;;23716;10,65434881;;;;;;;;;;;
155;3,2677;;;24025;10,67786329;;;;;;;;;;;
156;3,2773;;;24336;10,74069529;;;;;;;;;;;
157;3,2707;;;24649;10,69747849;;;;;;;;;;;
158;3,2675;;;24964;10,67655625;;;;;;;;;;;
159;3,2772;;;25281;10,74003984;;;;;;;;;;;
160;3,2616;;;25600;10,63803456;;;;;;;;;;;
161;3,2805;;;25921;10,76168025;;;;;;;;;;;
162;3,2708;;;26244;10,69813264;;;;;;;;;;;
163;3,2555;;;26569;10,59828025;;;;;;;;;;;
164;3,2708;;;26896;10,69813264;;;;;;;;;;;
165;3,2582;;;27225;10,61586724;;;;;;;;;;;
166;3,2522;;;27556;10,57680484;;;;;;;;;;;
167;3,2648;;;27889;10,65891904;;;;;;;;;;;
168;3,2585;;;28224;10,61782225;;;;;;;;;;;
169;3,2201;;;28561;10,36904401;;;;;;;;;;;
170;3,2587;;;28900;10,61912569;;;;;;;;;;;
171;3,2462;;;29241;10,53781444;;;;;;;;;;;
